第1道答案: 9’2051/4181
第8567道答案: 4’53036/58539
第8568道答案: 3’2310/3667
第8569道答案: 2’39841/69278
第8570道答案: 56651/91542
第8571道答案: 367488905/468800646
第8572道答案: 17999/36405
第8573道答案: 5063/14817
第8574道答案: 1541696/3447675
第8575道答案: 5’1575739/2340480
第8576道答案: 1’6835/15486
第8577道答案: 516374/2877369
第8578道答案: 3’3154993/24717372
第8579道答案: 92’907/2220
第8580道答案: 3’8942994/31737355
第8581道答案: 25284188/33205159
第8582道答案: 17’1136935/1949756
第8583道答案: 1’11390118/31360385
第8584道答案: 1’14101223/117933760
第8585道答案: 1’46495099/143175902
第8586道答案: 10’433213/1063720
第8587道答案: 6405000/99245917
第8588道答案: 113176/4164793
第8589道答案: 1’10883/36244
第8590道答案: 1’11067/39232
第8591道答案: 14’16973/42245
第8592道答案: 20’460469/682244
第8593道答案: 44’295/343
第8594道答案: 0
第8595道答案: 15’5375515/10085207
第8596道答案: 30’181/1111
第8597道答案: 1’29271797/91797760
第8598道答案: 399190/69245007
第8599道答案: 1’12983/14098
第8600道答案: 7’713999/747180
第8601道答案: 3’369154775/477635376
第8602道答案: 1’20405/112592
第8603道答案: 4’128044319/502808960
第8604道答案: 89’131/2781
第8605道答案: 3’23337/101332
第8606道答案: 5’49378622/61613355
第8607道答案: 96482/311101
第8608道答案: 4’6402941/13108384
第8609道答案: 208917/346624
第8610道答案: 1’758400389/1314725156
第8611道答案: 1’104851/256785
第8612道答案: 3’22085901/36525904
第8613道答案: 422/581
第8614道答案: 2’10393/20440
第8615道答案: 1’19253/30816
第8616道答案: 29’553/607
第8617道答案: 60021/145733
第8618道答案: 2’747/949
第8619道答案: 4835/7372
第8620道答案: 53512/112119
第8621道答案: 5’149/413
第8622道答案: 1’1935433/2681046
第8623道答案: 9’909/3611
第8624道答案: 656861/13215648
第8625道答案: 7’2935/38164
第8626道答案: 2’13484243/73421775
第8627道答案: 47821/87685
第8628道答案: 1’390373/541450
第8629道答案: 5742/87665
第8630道答案: 4’29077271/235777600
第8631道答案: 1494504/11464015
第8632道答案: 426614821/690995325
第8633道答案: 3’21665/185982
第8634道答案: 394133/1058230
第8635道答案: 88387/219168
第8636道答案: 1’569234/952079
第8637道答案: 1’7443/98069
第8638道答案: 1’20508299/25117886
第8639道答案: 9’21559/23086
第8640道答案: 2411757/2832368
第8641道答案: 114739846/163104671
第8642道答案: 726395816/755691209
第8643道答案: 44’130579/1106892
第8644道答案: 15’24661/26820
第8645道答案: 2’8359/22638
第8646道答案: 564183018/618864433
第8647道答案: 3’4043/7582
第8648道答案: 295’89344/198785
第8649道答案: 84411/25847888
第8650道答案: 41811101/210767162
第8651道答案: 2’2001521/10333024
第8652道答案: 5’93076/151755
第8653道答案: 677/2596
第8654道答案: 1’125757551/574518879
第8655道答案: 105865/3748032
第8656道答案: 3’20485/35814
第8657道答案: 15’1450787/16237476
第8658道答案: 2244/230275
第8659道答案: 2’266195369/741092830
第8660道答案: 2’517331/2746197
第8661道答案: 3’462089/60046404
第8662道答案: 121’676511/1144689
第8663道答案: 5’1387229/2571740
第8664道答案: 33165/49664
第8665道答案: 210923/237226
第8666道答案: 1’445073127/1634779780
第8667道答案: 1’32602/846399
第8668道答案: 85’754/18419
第8669道答案: 1’835851119/952279092
第8670道答案: 180795145/413730927
第8671道答案: 285839785/1921227944
第8672道答案: 103’967/1245
第8673道答案: 12330/39037
第8674道答案: 7’59087/935952
第8675道答案: 29’84027/100595
第8676道答案: 19374222/26177629
第8677道答案: 615944/10232165
第8678道答案: 1’127076493/209218817
第8679道答案: 8895/15502
第8680道答案: 22879/61814
第8681道答案: 10’821/4935
第8682道答案: 12’3324595/3873408
第8683道答案: 1’51565158/123859115
第8684道答案: 1’42869827/85695971
第8685道答案: 11’27152891/39788000
第8686道答案: 63’996/1771
第8687道答案: 1134319/1429428
第8688道答案: 3’157/25776
第8689道答案: 53536/717205
第8690道答案: 1’22712257/45956300
第8691道答案: 3’107411/160500
第8692道答案: 10061983/10667124
第8693道答案: 217’15/98
第8694道答案: 6’11053/311828
第8695道答案: 6’21/46
第8696道答案: 33218/68541
第8697道答案: 7957/143055
第8698道答案: 843/3674
第8699道答案: 1525/6408
第8700道答案: 5’2970421/9424800
第8701道答案: 14’30079/141075
第8702道答案: 62344/118281
第8703道答案: 3’243/1690
第8704道答案: 4’17/54
第8705道答案: 5589/346969
第8706道答案: 6’291/424
第8707道答案: 117720/168113
第8708道答案: 3’25/62
第8709道答案: 2’4978/21049
第8710道答案: 11916/40133
第8711道答案: 5’163/535
第8712道答案: 2’2842/3895
第8713道答案: 7’16186813/28474992
第8714道答案: 2’389457/445360
第8715道答案: 9’3810/16897
第8716道答案: 2’42193745/139823648
第8717道答案: 6804/39349
第8718道答案: 17’335678/404443
第8719道答案: 1’357631/498888
第8720道答案: 1’43191853/153513360
第8721道答案: 45’4020911/6292440
第8722道答案: 2’7163/11346
第8723道答案: 1’10584033/43460200
第8724道答案: 472580631/615428057
第8725道答案: 29372207/39067490
第8726道答案: 3’3423168/6708767
第8727道答案: 42204970/494177107
第8728道答案: 1’4178/423273
第8729道答案: 1’1784725/24572201
第8730道答案: 605736/652483
第8731道答案: 3’16367/38590
第8732道答案: 3’661231/1711080
第8733道答案: 8’168425/294273
第8734道答案: 49376375/476692166
第8735道答案: 74300/113291
第8736道答案: 8’129417/313174
第8737道答案: 183011/399330
第8738道答案: 2’623/21951
第8739道答案: 2’28808021/30298920
第8740道答案: 2440/46953
第8741道答案: 1’5364449/8756839
第8742道答案: 590962453/665629772
第8743道答案: 5’2482300/53793199
第8744道答案: 22854903/38175170
第8745道答案: 1’334683917/625504232
第8746道答案: 9’3923/4741
第8747道答案: 1’763267/3328125
第8748道答案: 512789/532344
第8749道答案: 3’50451/87815
第8750道答案: 4’14635/26499
第8751道答案: 326192/630423
第8752道答案: 14’1/16
第8753道答案: 1’10760231/169774600
第8754道答案: 2’1739/3800
第8755道答案: 3’12675453/35831536
第8756道答案: 2’677/3276
第8757道答案: 106222733/153526528
第8758道答案: 37238151/79951718
第8759道答案: 5’22807153/54160488
第8760道答案: 5’8628/33127
第8761道答案: 5’236449/493075
第8762道答案: 3’12771201/20124998
第8763道答案: 80556608/289139877
第8764道答案: 239/277
第8765道答案: 74015/630576
第8766道答案: 120797/329230
第8767道答案: 572/8835
第8768道答案: 1’175237271/823347480
第8769道答案: 15763589/52193128
第8770道答案: 1’76178531/126384146
第8771道答案: 28’13900/212219
第8772道答案: 636/5957
第8773道答案: 1’67764765/195350303
第8774道答案: 3’10785/98042
第8775道答案: 64273651/910501256
第8776道答案: 395684646/420983321
第8777道答案: 2001995/108627076
第8778道答案: 1’197/1520
第8779道答案: 4’1213183/1421540
第8780道答案: 1’140639/478541
第8781道答案: 24121338/33940951
第8782道答案: 7’1099/1920
第8783道答案: 3’17579603/33806430
第8784道答案: 102833/6587880
第8785道答案: 59’22367/41496
第8786道答案: 8’1400641/10426290
第8787道答案: 105439117/631106660
第8788道答案: 2’152436667/154960701
第8789道答案: 2’34224/63875
第8790道答案: 21’2459/3225
第8791道答案: 357738415/693260664
第8792道答案: 22’233/297
第8793道答案: 5’660122/737659
第8794道答案: 24337223/26491800
第8795道答案: 5’2682343/5260964
第8796道答案: 31588133/442240250
第8797道答案: 1’325/513
第8798道答案: 1’121963959/394075256
第8799道答案: 1’1880047/3065516
第8800道答案: 263/632
第8801道答案: 477595427/900118664
第8802道答案: 4’11093/14259
第8803道答案: 2’39643/55338
第8804道答案: 1’161464396/188988675
第8805道答案: 2’334429510/534494233
第8806道答案: 7’1231/2116
第8807道答案: 29149/880880
第8808道答案: 43239/99958
第8809道答案: 39295/288508
第8810道答案: 2’173446567/380200158
第8811道答案: 24’2878591/4156908
第8812道答案: 21958229/35614848
第8813道答案: 7’91/584
第8814道答案: 3294368/3467655
第8815道答案: 3’5314/7353
第8816道答案: 60227317/77525700
第8817道答案: 1’80737/173873
第8818道答案: 1’10827682/43106949
第8819道答案: 12’220917/1121120
第8820道答案: 38’98/325
第8821道答案: 2’2471/8520
第8822道答案: 7’18274319/106563182
第8823道答案: 3’335606723/465064651
第8824道答案: 71556/342125
第8825道答案: 3’21177214/36194389
第8826道答案: 35435/62133
第8827道答案: 4’109237/115010
第8828道答案: 753984/1080511
第8829道答案: 1’30671/38556
第8830道答案: 2’120227/861322
第8831道答案: 2’3901/9605
第8832道答案: 2’24929/27392
第8833道答案: 3’117461/3922056
第8834道答案: 3’77459/157740
第8835道答案: 2’783512/5821871
第8836道答案: 3’118861/167552
第8837道答案: 2’25128/915661
第8838道答案: 2’18926/98625
第8839道答案: 41’96/485
第8840道答案: 40’247/469
第8841道答案: 73821050/80835417
第8842道答案: 57101/219885
第8843道答案: 1’10198233/481587896
第8844道答案: 544219/738625
第8845道答案: 3’28307/48641
第8846道答案: 632414594/1486522285
第8847道答案: 17’3646/8357
第8848道答案: 35’393170/1241023
第8849道答案: 790021913/1001689808
第8850道答案: 11’52481/78285
第8851道答案: 1’7506/40991
第8852道答案: 655083/12973958
第8853道答案: 40915/730881
第8854道答案: 39745755/416762944
第8855道答案: 6420649/14549652
第8856道答案: 118/1463
第8857道答案: 31223/404926
第8858道答案: 1’25/12096
第8859道答案: 408652/669945
第8860道答案: 1’70362/107755
第8861道答案: 5’2899169/3500334
第8862道答案: 3’111739/301070
第8863道答案: 1’522249799/862863729
第8864道答案: 1’71087/588840
第8865道答案: 1’122323/242208
第8866道答案: 2’35318337/190179928
第8867道答案: 350661/399929
第8868道答案: 1’17503/23528
第8869道答案: 61’55/224
第8870道答案: 8’2134/3627
第8871道答案: 3’60854/275225
第8872道答案: 4’181655/276279
第8873道答案: 2’70403/2972280
第8874道答案: 2’971/74074
第8875道答案: 7’17168/98413
第8876道答案: 2’11244447/41877416
第8877道答案: 1’3847/86995
第8878道答案: 2’56460097/65780190
第8879道答案: 5’7009/12324
第8880道答案: 12’3263/3920
第8881道答案: 56553423/57989995
第8882道答案: 1’425087/9826814
第8883道答案: 1’14481/58735
第8884道答案: 3’312181/4718688
第8885道答案: 1’327737643/590695576
第8886道答案: 1’4339564/23962245
第8887道答案: 9’36350401/98495004
第8888道答案: 3128/11697
第8889道答案: 50053045/2031991609
第8890道答案: 1’21121931/32237488
第8891道答案: 6’7893295/16254848
第8892道答案: 397435/662307
第8893道答案: 236809/34880566
第8894道答案: 93967201/592262284
第8895道答案: 2’143/23424
第8896道答案: 1’1464427/41147920
第8897道答案: 2’394/52785
第8898道答案: 106501197/186725720
第8899道答案: 390254281/1492040080
第8900道答案: 2’298867839/653319004
第8901道答案: 4524/93005
第8902道答案: 1’1822059/7872340
第8903道答案: 278225/443104
第8904道答案: 2’53857/84864
第8905道答案: 65868/96923
第8906道答案: 4’26633/31356
第8907道答案: 1’205672735/324491608
第8908道答案: 5’25199777/41868020
第8909道答案: 373527/2705588
第8910道答案: 6389561/173634334
第8911道答案: 1’811420/1005039
第8912道答案: 2’179892471/762875000
第8913道答案: 22897009/31482968
第8914道答案: 27398/327377
第8915道答案: 124620610/222989221
第8916道答案: 2’64307603/878603968
第8917道答案: 47608432/212945677
第8918道答案: 13’919/2340
第8919道答案: 22621751/87124412
第8920道答案: 256/597
第8921道答案: 14501256/41697959
第8922道答案: 3’22646484/32747485
第8923道答案: 8’967/1055
第8924道答案: 583552/245679975
第8925道答案: 2’72277/197788
第8926道答案: 3949047/27649466
第8927道答案: 381903/506176
第8928道答案: 300579232/604247791
第8929道答案: 3277/11190
第8930道答案: 3030/22057
第8931道答案: 354659282/1150975097
第8932道答案: 29’1531/2116
第8933道答案: 2’557/54488
第8934道答案: 3339/116698
第8935道答案: 3’29584/1003145
第8936道答案: 1197180043/1545297300
第8937道答案: 34165739/523082448
第8938道答案: 299639215/375690504
第8939道答案: 1’38047/54150
第8940道答案: 5587439/17077352
第8941道答案: 3’29453445/368247029
第8942道答案: 13917/45962
第8943道答案: 21’18811/19688
第8944道答案: 9’655/3906
第8945道答案: 8’25132/32967
第8946道答案: 7428487/16416267
第8947道答案: 1474279/6175260
第8948道答案: 9’795/1666
第8949道答案: 3720317/9833628
第8950道答案: 3’47447/70831
第8951道答案: 210768727/890246309
第8952道答案: 4’468454/24997185
第8953道答案: 84/4385
第8954道答案: 3’82/4785
第8955道答案: 112700896/290651875
第8956道答案: 6’5447122/11967263
第8957道答案: 2’117101/227800
第8958道答案: 2702/44735
第8959道答案: 109351528/851433877
第8960道答案: 160364/22636341
第8961道答案: 1’8455/53131
第8962道答案: 76833747/112230428
第8963道答案: 21041937/198848911
第8964道答案: 339521/545820
第8965道答案: 1’4591/8721
第8966道答案: 1’7187/757120
第8967道答案: 4533383/8679783
第8968道答案: 4’10579/38383
第8969道答案: 1’24703459/63130928
第8970道答案: 1’682997/787050
第8971道答案: 98441/247875
第8972道答案: 3’8409067/21448911
第8973道答案: 5’183509/309624
第8974道答案: 3345/5246
第8975道答案: 1’224271291/1190112356
第8976道答案: 2’10541/21054
第8977道答案: 1’125073041/290852508
