第1道答案: 2878956/10223345
第8780道答案: 3’7426/21995
第8781道答案: 2’26091703/87235816
第8782道答案: 1’183665/299146
第8783道答案: 3’223/728
第8784道答案: 23725/150832
第8785道答案: 2660399/661442886
第8786道答案: 22’254297/407719
第8787道答案: 4’11627/72217
第8788道答案: 12’3529/4312
第8789道答案: 3’1724/11115
第8790道答案: 2’6865/8228
第8791道答案: 77/122
第8792道答案: 77983/159580
第8793道答案: 11095960/39472307
第8794道答案: 1’127386/158045
第8795道答案: 15069340/104574337
第8796道答案: 6’2061/3910
第8797道答案: 6945/38269
第8798道答案: 97’5/8
第8799道答案: 22’22355/28726
第8800道答案: 4’20015/36378
第8801道答案: 725475461/1438584575
第8802道答案: 9’57517/955305
第8803道答案: 7’111107743/128900436
第8804道答案: 3’250589/802995
第8805道答案: 1’21695/299937
第8806道答案: 6’24141/39785
第8807道答案: 20’38168/794535
第8808道答案: 1186541873/2111034848
第8809道答案: 1’22519/37908
第8810道答案: 1495/5368
第8811道答案: 1’44677/79001
第8812道答案: 20722/29799
第8813道答案: 24207203/167607663
第8814道答案: 15725/19722
第8815道答案: 746488021/835905744
第8816道答案: 1’13819781/21700440
第8817道答案: 7’1608957/34533104
第8818道答案: 2’201398/317993
第8819道答案: 25721119/62624207
第8820道答案: 2’2929/6946
第8821道答案: 4’3413/84736
第8822道答案: 3’183/290
第8823道答案: 123/836
第8824道答案: 1’4401/17113
第8825道答案: 1531756760/1862643801
第8826道答案: 1’7199/31735
第8827道答案: 28393/36200
第8828道答案: 3’172665/594487
第8829道答案: 2’7565/19251
第8830道答案: 8840587/320082918
第8831道答案: 8527/190320
第8832道答案: 1’606635843/1242667312
第8833道答案: 11’6841/9394
第8834道答案: 1684321/4769016
第8835道答案: 1’7529/18760
第8836道答案: 236266/451929
第8837道答案: 13’22879/47085
第8838道答案: 2’4209769/154741190
第8839道答案: 1’27793/74740
第8840道答案: 181001/1092063
第8841道答案: 1281385/27737172
第8842道答案: 6’82822/137529
第8843道答案: 1033560/13225919
第8844道答案: 26196860/34607769
第8845道答案: 50’1265/2224
第8846道答案: 2821/129340
第8847道答案: 102’1219/6330
第8848道答案: 2’2297/5369
第8849道答案: 7’971/976
第8850道答案: 10’11400791/21448860
第8851道答案: 22’3806/11615
第8852道答案: 2’67751905/90315816
第8853道答案: 422737754/1450138153
第8854道答案: 197795/253328
第8855道答案: 2’556986379/647160030
第8856道答案: 5’8031623/21465120
第8857道答案: 1’40806749/41382950
第8858道答案: 1’67137801/217592375
第8859道答案: 6147/35986
第8860道答案: 26909/2560054
第8861道答案: 4’10421761/29295128
第8862道答案: 5’5841/10906
第8863道答案: 220364831/596462607
第8864道答案: 2’163241/908820
第8865道答案: 1164109738/2110529675
第8866道答案: 157030127/976677968
第8867道答案: 2’180454/733057
第8868道答案: 3’158208389/245922831
第8869道答案: 3’1871/2576
第8870道答案: 4’1032/65897
第8871道答案: 1’1373/11928
第8872道答案: 19’26932858/50163059
第8873道答案: 3’12651096/73169681
第8874道答案: 725039659/1944102048
第8875道答案: 29’5/92
第8876道答案: 228133656/352645919
第8877道答案: 6064515/293534626
第8878道答案: 239310917/662467204
第8879道答案: 1’15679/227468
第8880道答案: 169780/198661
第8881道答案: 1’16985309/22530018
第8882道答案: 4725/22454
第8883道答案: 51653/87030
第8884道答案: 700875/1114934
第8885道答案: 1’32476145/34597768
第8886道答案: 108003735/253497641
第8887道答案: 936663/1974080
第8888道答案: 63’873741/1084124
第8889道答案: 99245/132246
第8890道答案: 4’92771553/134029120
第8891道答案: 3’6403856/18292071
第8892道答案: 2’1699/24346
第8893道答案: 5’68364202/70454059
第8894道答案: 17616’10204/35235
第8895道答案: 4746059/6935880
第8896道答案: 734156439/1052116420
第8897道答案: 13810561/25581270
第8898道答案: 2007586/7196355
第8899道答案: 48538400/114842727
第8900道答案: 6617/6930
第8901道答案: 8’217861/269340
第8902道答案: 1’143106283/1951304361
第8903道答案: 2’398/1113
第8904道答案: 1’7845/24926
第8905道答案: 3179/62712
第8906道答案: 3’174217/18054590
第8907道答案: 3’21589355/31171487
第8908道答案: 451669007/1039347544
第8909道答案: 25’21424498/25020435
第8910道答案: 3’8059/81592
第8911道答案: 11069/38262
第8912道答案: 1’234951/32992085
第8913道答案: 36’840237/6898408
第8914道答案: 25064227/66126655
第8915道答案: 6’171/220
第8916道答案: 1’709799/5611905
第8917道答案: 56’7857/19360
第8918道答案: 1’84467227/150004301
第8919道答案: 52832/632391
第8920道答案: 7’1064053/3508711
第8921道答案: 1’126287/150411
第8922道答案: 2’181249/1359300
第8923道答案: 3047851/4422613
第8924道答案: 7751135/28241158
第8925道答案: 172285561/402702381
第8926道答案: 78203359/137909332
第8927道答案: 1’3475/10934
第8928道答案: 7’1134921/4093466
第8929道答案: 913850665/980216024
第8930道答案: 3’75043/75341
第8931道答案: 617678/2066313
第8932道答案: 117509864/991995413
第8933道答案: 2750/3549
第8934道答案: 1’4726321/9533430
第8935道答案: 6’26243/35502
第8936道答案: 7’29405949/73134020
第8937道答案: 1’3311/3393
第8938道答案: 53671/223445
第8939道答案: 3’139661/201492
第8940道答案: 1177/3552
第8941道答案: 2’4884314/29937075
第8942道答案: 6’24101401/37062400
第8943道答案: 5’39/68
第8944道答案: 142450/465569
第8945道答案: 1’7565267/12015600
第8946道答案: 206283/495280
第8947道答案: 11’1291/3159
第8948道答案: 3’42009/138827
第8949道答案: 2’153281/433845
第8950道答案: 295302407/325180161
第8951道答案: 7467/15004
第8952道答案: 2’6941859/29942848
第8953道答案: 5’16895/44772
第8954道答案: 1’10348507/43562827
第8955道答案: 10’143328890/187715671
第8956道答案: 16’72113011/120027180
第8957道答案: 9’2117249/13786422
第8958道答案: 2’472258/18352411
第8959道答案: 190933/379200
第8960道答案: 4’13411/57589
第8961道答案: 2’110055950/113589519
第8962道答案: 3977/6152505
第8963道答案: 164400/700817
第8964道答案: 5270/281603
第8965道答案: 11969/20720
第8966道答案: 45305786/94062325
第8967道答案: 33300/110617
第8968道答案: 332535/351184
第8969道答案: 9541/352558
第8970道答案: 4’6089/68052
第8971道答案: 31135/44196
第8972道答案: 1’50271337/88236000
第8973道答案: 3’4761/19525
第8974道答案: 3’77159251/568939036
第8975道答案: 18’328362/875875
第8976道答案: 1’17584022/20269629
第8977道答案: 4’88701467/146130985
第8978道答案: 4’4068/5885
第8979道答案: 8’9547037/12637128
第8980道答案: 73725/2513323
第8981道答案: 1’5831/6336
第8982道答案: 41433525/66697826
第8983道答案: 1211874804/1745226149
第8984道答案: 12’383164/841027
第8985道答案: 1’4860055/5526366
第8986道答案: 159766/463167
第8987道答案: 2’20673349/21639320
第8988道答案: 135113/180761
第8989道答案: 166567516/323847381
第8990道答案: 1’57924605/615890508
第8991道答案: 1’29090527/31285320
第8992道答案: 511632/1858363
第8993道答案: 560/11687
第8994道答案: 9’55/96
第8995道答案: 1’839633/4014972
第8996道答案: 3149/108585
第8997道答案: 16434017/39483180
第8998道答案: 2437093/7014164
第8999道答案: 522’68719/752928
第9000道答案: 13’12271591/78956125
第9001道答案: 419070/93149167
第9002道答案: 26544921/76743028
第9003道答案: 2’276945/1255729
第9004道答案: 2702143/65954790
第9005道答案: 51931411/202865536
第9006道答案: 173’19/83
第9007道答案: 2’1261/3630
第9008道答案: 3841/32548
第9009道答案: 1’685997/805515
第9010道答案: 3’796/3075
第9011道答案: 10763/82000
第9012道答案: 70065/158441
第9013道答案: 71505491/159960505
第9014道答案: 940797/2037320
第9015道答案: 3’39811/58824
第9016道答案: 19637/319074
第9017道答案: 37200105/214191832
第9018道答案: 1’85259/184140
第9019道答案: 1381/1826
第9020道答案: 8’38/41
第9021道答案: 2’11308/15249
第9022道答案: 508012069/1325293312
第9023道答案: 519/86447
第9024道答案: 47’1388/3781
第9025道答案: 176’215787/277525
第9026道答案: 114’15/92
第9027道答案: 490/501
第9028道答案: 10763563/13325451
第9029道答案: 39416/819423
第9030道答案: 387179/927142
第9031道答案: 1’160255/444783
第9032道答案: 9’8824715/10822812
第9033道答案: 1’2521/6644
第9034道答案: 16’4020647/6338620
第9035道答案: 3’203/22165
第9036道答案: 590/8903
第9037道答案: 66’613/1976
第9038道答案: 2’473008486/679462021
第9039道答案: 5225705/50430408
第9040道答案: 474513784/1374104985
第9041道答案: 6’9645849/33506836
第9042道答案: 1’145/153
第9043道答案: 33’1437719/1488744
第9044道答案: 1’12941009/27627950
第9045道答案: 1’182959571/791683450
第9046道答案: 8’2250/6919
第9047道答案: 1’267934768/452039969
第9048道答案: 2’441065281/771859172
第9049道答案: 3229/4158
第9050道答案: 2’40552/41055
第9051道答案: 8’1125/4072
第9052道答案: 6’14377/80031
第9053道答案: 1’8300917/34266730
第9054道答案: 55’1006453/1498156
第9055道答案: 308321/614980
第9056道答案: 2994699/37714336
第9057道答案: 10972954/115825439
第9058道答案: 37440/99077
第9059道答案: 2’9002/27115
第9060道答案: 4’5098/121857
第9061道答案: 23829/33680
第9062道答案: 1’10743/47861
第9063道答案: 13’2509/160380
第9064道答案: 25568720/375769927
第9065道答案: 36354714/39408187
第9066道答案: 2’3926561/5251146
第9067道答案: 7239064/907296049
第9068道答案: 111’45113/276336
第9069道答案: 1’174895/411836
第9070道答案: 222875257/310857508
第9071道答案: 43890451/61733256
第9072道答案: 1’14724352/54543417
第9073道答案: 1’17609081/29276057
第9074道答案: 139831329/164409974
第9075道答案: 23088/123535
第9076道答案: 284726695/1041698842
第9077道答案: 1’92269/157573
第9078道答案: 1’593918099/879240192
第9079道答案: 3’37289/89370
第9080道答案: 2’37621/163155
第9081道答案: 568747900/660631243
第9082道答案: 3’1497861/86459765
第9083道答案: 19’10623/10868
第9084道答案: 4838335/6287582
第9085道答案: 19’248/2279
第9086道答案: 8’579739/672265
第9087道答案: 6’236769/4515130
第9088道答案: 43616/560625
第9089道答案: 2’79072/165787
第9090道答案: 8’5673/282494
第9091道答案: 50875/4119744
第9092道答案: 5’15/748
第9093道答案: 386’17/28
第9094道答案: 149524801/325233242
第9095道答案: 7’2841/19175
第9096道答案: 3’33217087/70043008
第9097道答案: 3’148531063/150853082
第9098道答案: 2’15311/76760
第9099道答案: 1’19993/27119
第9100道答案: 2’1241531/138851790
第9101道答案: 23’251623/882942
第9102道答案: 5’5880/16817
第9103道答案: 42875/2852616
第9104道答案: 3’102735023/258464340
第9105道答案: 3’2007/61750
第9106道答案: 4’20521540/24929127
第9107道答案: 3’37559/225960
第9108道答案: 1029121291/1870638316
第9109道答案: 9’15009/23903
第9110道答案: 4’5616/16541
第9111道答案: 2’41095507/85111487
第9112道答案: 10016/41529
第9113道答案: 5’154067595/284591974
第9114道答案: 3’1909295/94111858
第9115道答案: 565299/695929
第9116道答案: 2’33653/60520
第9117道答案: 1’12080/24327
第9118道答案: 34961/92961
第9119道答案: 359513/709650
第9120道答案: 37058875/120434326
第9121道答案: 285167/610153
第9122道答案: 464185443/583032988
第9123道答案: 366433627/1323206084
第9124道答案: 1’27667309/650574038
第9125道答案: 7210913/36743800
第9126道答案: 2’2843/168941
第9127道答案: 24801171/28582372
第9128道答案: 1’1745/13536
第9129道答案: 3’169/1302
第9130道答案: 1’135373/447170
第9131道答案: 8’1879/36332
第9132道答案: 3’6707/12282
第9133道答案: 1’21217/129359
第9134道答案: 6364/11697
第9135道答案: 47749515/70865704
第9136道答案: 13’7013/19680
第9137道答案: 3’143719/253518
第9138道答案: 8196185/66075978
第9139道答案: 2’3121807/42762640
第9140道答案: 3’436133/510510
第9141道答案: 4’7950083/16909614
第9142道答案: 2’127401165/134736203
第9143道答案: 17077849/747008912
第9144道答案: 1’1395443/43721280
第9145道答案: 169931727/537679808
第9146道答案: 11’59/348
第9147道答案: 57694441/1781962082
第9148道答案: 3’377726785/570509661
第9149道答案: 25’2014/2021
第9150道答案: 884846662/1460459389
第9151道答案: 1’575284/862977
第9152道答案: 128767121/264993300
第9153道答案: 1’91073/103627
第9154道答案: 6’3317/6710
第9155道答案: 3289/134549
第9156道答案: 11427227/33408192
第9157道答案: 5’8698/158613
第9158道答案: 2’141342/2462719
第9159道答案: 3’5957663/15908510
第9160道答案: 2891/148896
第9161道答案: 1’41737/71810
第9162道答案: 2’22535/32376
第9163道答案: 1’25429/29141
第9164道答案: 1270625/13810176
第9165道答案: 2’751831/1239315
第9166道答案: 1’152647/1563205
第9167道答案: 5’272605931/312168780
第9168道答案: 109889/1961498
第9169道答案: 23475/27307
第9170道答案: 1’407115/5199712
第9171道答案: 1068277/1961560
第9172道答案: 3’39636807/247156922
第9173道答案: 1’203242/215745
第9174道答案: 10’298/339
第9175道答案: 1’271453/313546
第9176道答案: 90300/170407
第9177道答案: 3’191/1419
第9178道答案: 4’110406733/121790865
第9179道答案: 2’224004/275141
第9180道答案: 8556/35905
第9181道答案: 10843/35190
第9182道答案: 135656/430037
第9183道答案: 1’58241/582599
第9184道答案: 6’21/34226
第9185道答案: 1’70271/165800
第9186道答案: 4’444707/6233316
第9187道答案: 1’11317/50225
